SB.spot,ACCESSION,refseq_gene_id,chromosome_number,chromosome_scaffold,stand,strat,end,gene_name,refseq_transcript_id
SB010023000D05,CK235762,100218830,26,NC_045024.1,+,195512,169683,TAFA3,XM_032753101.1
SB03050A2C05.f1,DV961400,100224066,26,NC_045024.1,+,4794745,4789165,GPR37L1,XM_032753105.1
SB02023A2C09.f1,CK304382,100227920,26,NC_045024.1,+,3560085,3571744,LRIF1,XM_032753119.1
SB02007B2D12.f1,CK311042,100227920,26,NC_045024.1,+,3560085,3571744,LRIF1,XM_032753119.1
SB03023B2B08.f1,DV952671,100230732,26,NC_045024.1,+,3597301,3572170,DRAM2,XM_032753124.1
SB03019A2E05.f1,DV951148,100229379,26,NC_045024.1,+,2878230,2858017,LRRN2,XM_032753126.1
SB03047B2H01.f1,DV960582,100227852,26,NC_045024.1,+,1295903,1278869,MAPK14,XM_032753139.1
SB03045A2E08.f1.M,DV959713,100227852,26,NC_045024.1,+,1295903,1278869,MAPK14,XM_032753140.1
SB02049B2B09.f1,CK309524,100227852,26,NC_045024.1,+,1295903,1278869,MAPK14,XM_032753140.1
SB02030A1C05.f1,CK316214,100220765,26,NC_045024.1,+,2004338,2019603,NFYA,XM_032753143.1
SB02020A1C10.f1,CK316852,100222695,26,NC_045024.1,+,403391,499732,KCND3,XM_032753149.1
SB03046A1G07.f1,DV959987,100222645,26,NC_045024.1,+,2538017,2611990,ATP2B4,XM_032753154.1
SB02006B2A10.f1.M,CK310747,100222645,26,NC_045024.1,+,2538017,2611990,ATP2B4,XM_032753154.1
SB03006B2C03.f1,DV946956,100226960,26,NC_045024.1,+,3793410,3715176,PPFIA4,XM_032753168.1
SB02007A2F02.f1,CK310969,100227866,26,NC_045024.1,+,5153747,5182434,AHCYL1,XM_032753170.1
SB03013A2A07.f1,DV949163,105758513,19,NC_045017.1,+,6362261,6370176,LOC105758513,XR_001122569.3
SB03038A2B08.f1,DV957241,100231415,1A,NC_044999.1,+,31041230,30856876,TAFA2,XR_001122599.3
SB03042B1D04.f1,DV958743,105758664,1,NC_044998.1,+,65194738,65227678,LOC105758664,XR_001122650.3
SB03018B2F07.f1,DV950990,100222882,20,NC_045018.1,+,9285502,9335707,NKAIN4,XR_001122695.3
SB03019A2H02.f1,DV951181,100219329,21,NC_045019.1,+,7614182,7604843,PPIH,XR_001122716.3
SB03002B1A06.f1,DV945464,100219329,21,NC_045019.1,+,7614182,7604843,PPIH,XR_001122716.3
SB010019000A11,CK235463,100219329,21,NC_045019.1,+,7614182,7604843,PPIH,XR_001122716.3
SB03048A2G02.f1,DV960744,100190488,24,NC_045022.1,+,5491660,5497047,THY1,XR_001122744.3
SB03047A2E12.f1,DV960390,100190488,24,NC_045022.1,+,5491660,5497047,THY1,XR_001122744.3
SB03001A1F07.f1,DV945030,100190488,24,NC_045022.1,+,5491660,5497047,THY1,XR_001122744.3
SB03045B2E01.f1,DV959874,105758863,11,NC_045010.1,+,20550237,20546471,LOC105758863,XR_001122761.3
SB02045B2G07.f1,CK308189,105758863,11,NC_045010.1,+,20550237,20546471,LOC105758863,XR_001122761.3
SB02043A2D06.f1,CK307306,105758863,11,NC_045010.1,+,20550237,20546471,LOC105758863,XR_001122761.3
SB03031B1B05.f1,DV955128,100231543,2,NC_045000.1,+,63324109,63307383,NRN1,XR_001122795.3
SB03013B1C08.f1,DV949268,115493743,2,NC_045000.1,+,58888123,58637200,LOC115493743,XR_001122800.3
SB02032A1H07.f2,CK313959,100223608,2,NC_045000.1,+,44376941,44385827,EIF1B,XR_001122816.3
SB02011A1C03.f1,CK312135,100223608,2,NC_045000.1,+,44376941,44385827,EIF1B,XR_001122816.3
SB03044A2H12.f1,DV959397,105759009,2,NC_045000.1,+,69840190,69849090,LOC105759009,XR_001122818.3
SB03004B2F08.f1,DV946300,105759009,2,NC_045000.1,+,69840190,69849090,LOC105759009,XR_001122818.3
SB02047A2F05.f1,CK308665,105759009,2,NC_045000.1,+,69840190,69849090,LOC105759009,XR_001122818.3
SB02011A1B06.f1,CK312126,105759009,2,NC_045000.1,+,69840190,69849090,LOC105759009,XR_001122818.3
SB02003B2A05.f1,CK309684,105759009,2,NC_045000.1,+,69840190,69849090,LOC105759009,XR_001122818.3
SB02032B1F08.f2,CK314062,100220109,3,NC_045001.1,+,93475665,93427197,STUM,XR_001122857.3
SB02036A1A05.f1,CK312825,105759092,3,NC_045001.1,+,78051977,78047631,LOC105759092,XR_001122861.3
SB010015000B04,CK234993,105759092,3,NC_045001.1,+,78051977,78047631,LOC105759092,XR_001122861.3
SB03016B1F02.f1.A,DV950214,100221856,3,NC_045001.1,+,55347866,55373802,WTAP,XR_001122869.3
SB03044B1C12.f1,DV959431,100232648,12,NC_045011.1,+,14707476,14736827,NISCH,XR_001122876.3
SB03001A1E01.f1,DV945013,751953,4A,NC_045003.1,+,9335536,9481010,GRIA3,XR_001122893.3
SB03043B2A07.f1,DV959141,100217834,4A,NC_045003.1,+,7232164,7326024,MBNL3,XR_001122898.3
SB02029A1A07.f1,CK305347,101233937,4,NC_045002.1,-,64575457,64576605,LOC101233937,XR_001122911.3
SB010024000E07.A,CK235857,100218718,4,NC_045002.1,+,55746901,55737598,HNRNPD,XR_001122917.3
SB02008A1A12.f1,CK311098,100221624,4,NC_045002.1,+,58633752,58718239,DCLK2,XR_001122920.3
SB03025A2C10.f2,DV953211,101233028,4,NC_045002.1,+,26157449,26165947,LOC101233028,XR_001122929.3
SB02024B2G04.f1,CK315453,101233028,4,NC_045002.1,+,26157449,26165947,LOC101233028,XR_001122929.3
SB02009A2E03.f1,CK311658,101233028,4,NC_045002.1,+,26157449,26165947,LOC101233028,XR_001122929.3
SB02009A1D11.f1,CK311469,101233028,4,NC_045002.1,+,26157449,26165947,LOC101233028,XR_001122930.3
SB02004B1E08.f1,CK309856,105759314,5,NC_045004.1,+,34056496,34061090,LOC105759314,XR_001122954.3
SB03046A2A09.f1,DV960010,105759327,5,NC_045004.1,+,55848503,55836197,LOC105759327,XR_001122962.3
SB03043B1C01.f1,DV959067,105759327,5,NC_045004.1,+,55848503,55836197,LOC105759327,XR_001122962.3
SB02031B1A09.f1,CK305847,100232556,5,NC_045004.1,+,40164729,40174004,CIPC,XR_001122966.3
SB03050B2H06.f1,DV961631,100221218,Z,NC_045027.1,+,2769352,2796707,PIAS2,XR_001123513.3
SB02004A1C06.f1,CK309783,100190718,Z,NC_045027.1,+,24551736,24530617,LOC100190718,XR_001123520.3
SB02046A1F08.f1,CK308295,105760834,Z,NC_045027.1,+,30176835,30180394,LOC105760834,XR_001123522.3
SB02032B2H10.f2,CK314225,100227680,15,NC_045014.1,+,11144237,11187896,ATP2A2,XR_001123547.3
SB03030B2E07.f1,DV954902,100222671,18,NC_045016.1,+,9023196,9003548,CDR2L,XR_001123587.3
SB02016B2G11.f1,CK302869,115490609,1A,NC_044999.1,+,14979806,14977390,LOC115490609,XR_003956691.2
SB02029A1F03.f1,CK305323,115490629,27,NC_045025.1,+,4662245,4670595,LOC115490629,XR_003956693.2
SB03019B2F06.f1.A,DV951328,115490677,27,NC_045025.1,+,3766151,3767547,LOC115490677,XR_003956704.2
SB03041A1A08.f1,DV958191,115490693,1A,NC_044999.1,+,18123118,18131242,LOC115490693,XR_003956713.2
SB03039B2G09.f1,DV957827,115490697,1A,NC_044999.1,+,18659316,18614276,LOC115490697,XR_003956715.2
SB03024A2F12.f1,DV952889,100229402,27,NC_045025.1,+,4797503,5210123,LOC100229402,XR_003956732.2
SB010012000E09,CK234753,100229402,27,NC_045025.1,+,4797503,5210123,LOC100229402,XR_003956732.2
SB02021B2D12.f1,CK317501,100217897,27,NC_045025.1,+,446830,463283,DDX42,XR_003956735.2
SB010011000E09,CK234668,100221367,28,NC_045026.1,+,4280267,4317113,GNG7,XR_003956748.2
SB03012A1B12.f1,DV948768,100227175,28,NC_045026.1,-,5624172,5640138,LOC100227175,XR_003956753.2
SB02031A1D04.f1,CK305683,100227175,28,NC_045026.1,+,5624172,5640138,LOC100227175,XR_003956753.2
SB03019B1A04.f1,DV951193,105758942,28,NC_045026.1,+,5206721,5213278,R3HDM4,XR_003956764.2
SB03051B2E12.f1,DV961953,115490813,28,NC_045026.1,+,831755,829786,LOC115490813,XR_003956766.2
SB02035B1G03.f1,CK312710,115490813,28,NC_045026.1,-,831755,829786,LOC115490813,XR_003956766.2
SB02032A1D03.f2,CK313910,115490860,28,NC_045026.1,+,715732,722928,LOC115490860,XR_003956799.2
SB03005B2D07.f1,DV946614,115490889,28,NC_045026.1,-,909185,903684,LOC115490889,XR_003956814.2
SB03043B2D03.f1,DV959172,115490903,28,NC_045026.1,+,1157809,1158820,LOC115490903,XR_003956825.2
SB03004A2E12.f1,DV946119,115490935,Z,NC_045027.1,+,63834253,63828276,LOC115490935,XR_003956860.2
SB02030A2F05.f1,CK316338,115490942,Z,NC_045027.1,-,30865910,30847986,LOC115490942,XR_003956868.2
SB03050A1H08.f1,DV961368,115490970,Z,NC_045027.1,+,56378238,56367404,LOC115490970,XR_003956907.2
SB03007A2B12.f1,DV947130,115490971,1A,NC_044999.1,+,25688759,25729026,LOC115490971,XR_003956909.2
SB03048A1D06.f1,DV960628,115490980,Z,NC_045027.1,+,37438154,37443474,LOC115490980,XR_003956924.2
SB02032B1D06.f2,CK314104,115490983,1A,NC_044999.1,-,25889223,25898100,LOC115490983,XR_003956927.2
SB02024B2A12.f1,CK315392,115490983,1A,NC_044999.1,-,25889223,25898100,LOC115490983,XR_003956928.2
SB02003B1B05.f1,CK309610,115491014,Z,NC_045027.1,+,4319486,4304163,LOC115491014,XR_003956970.2
SB03046B2E12.f1,DV960224,115491117,Z,NC_045027.1,+,40748460,40735565,LOC115491117,XR_003957075.2
SB03002A2H02.f1,DV945449,115491117,Z,NC_045027.1,+,40748460,40735565,LOC115491117,XR_003957075.2
SB02026B2B02.f1,CK315750,115491128,Z,NC_045027.1,-,14194264,14201356,LOC115491128,XR_003957088.2
SB03011A1C06.f1,DV948427,100228029,1A,NC_044999.1,+,29209458,29167148,SLC38A1,XR_003957132.2
SB03035B1H08.f1,DV956435,115491161,Z,NC_045027.1,+,33305682,33296285,LOC115491161,XR_003957133.2
SB03032B1C06.f1,DV955453,100221851,Z,NC_045027.1,+,9782942,9842198,SHC3,XR_003957135.2
SB02013B1F12.f1,CK301827,100221851,Z,NC_045027.1,+,9782942,9842198,SHC3,XR_003957135.2
SB010005001A03,CK235363,100221851,Z,NC_045027.1,+,9782942,9842198,SHC3,XR_003957135.2
SB03014A2H07.f1,DV949556,100230187,Z,NC_045027.1,+,62057485,62010197,TENT2,XR_003957145.2
SB03032B2D06.f1,DV955535,115491171,Z,NC_045027.1,+,62266187,62263196,LOC115491171,XR_003957146.2
SB03008B1A10.f1,DV947541,115491175,Z,NC_045027.1,+,77627727,77620129,LOC115491175,XR_003957150.2
SB02044B1D06.f1,CK307768,115491205,Z,NC_045027.1,-,75961756,75971155,LOC115491205,XR_003957171.2
SB02042B2B05.f1,CK307136,115491205,Z,NC_045027.1,+,75961756,75971155,LOC115491205,XR_003957171.2
SB02035A1D02.f1,CK306751,115491205,Z,NC_045027.1,+,75961756,75971155,LOC115491205,XR_003957171.2
SB02015A1H04.f1,CK302260,115491205,Z,NC_045027.1,+,75961756,75971155,LOC115491205,XR_003957171.2
SB03008A1E03.f1,DV947421,100223389,Z,NC_045027.1,+,17753344,17499899,ADGRV1,XR_003957177.2
SB02015B2F04.f1,CK302509,100231415,1A,NC_044999.1,+,31041230,30856876,TAFA2,XR_003957179.2
SB03012A1F04.f1,DV948801,115491272,Z,NC_045027.1,-,17791391,17779056,LOC115491272,XR_003957230.2
SB03021B2E07.f1,DV952007,115491283,Z,NC_045027.1,+,54629345,54624304,LOC115491283,XR_003957237.2
SB02038B2B08.f1.A,CK313808,100220793,1A,NC_044999.1,+,32080951,32123049,LEMD3,XR_003957241.2
SB010008000E03,CK234487,115491289,Z,NC_045027.1,+,1713736,1713804,LOC115491289,XR_003957253.1
SB010004001A07,CK234268,100228474,29,NC_045955.1,+,933772,931779,LOC100228474,XR_003957267.2
SB02003A1E02.f2,CK303199,115491304,1,NC_044998.1,+,4460329,4457421,LOC115491304,XR_003957273.2
SB03044A1F06.f1,DV959285,100219290,29,NC_045955.1,+,545757,465768,LRP1,XR_003957280.2
SB02010B1A04.f1,CK311854,100232559,29,NC_045955.1,+,666410,681281,PAN2,XR_003957281.2
SB02027A1H12.f1,CK305051,115491674,30,NULL,+,NULL,NULL,LOC115491674,XR_003957354.2
SB03002B1D10.f1,DV945499,115491911,Un,NULL,+,NULL,NULL,LOC115491911,XR_003957538.2
SB02039A1D04.f1,CK314265,115491911,Un,NULL,+,NULL,NULL,LOC115491911,XR_003957538.2
SB02007A2E01.f1,CK310957,115492406,2,NC_045000.1,+,17450,16180,LOC115492406,XR_003957704.2
SB02016B2D07.f1,CK302836,115492497,1A,NC_044999.1,-,43118918,43126300,LOC115492497,XR_003957781.2
SB03045A1E09.f1,DV959629,115492519,Un,NULL,-,NULL,NULL,LOC115492519,XR_003957798.2
SB03008B2A04.f1,DV947620,115492979,1,NC_044998.1,+,7764873,7675683,LOC115492979,XR_003957959.2
SB02037B2G06.f1,CK313488,115493031,1,NC_044998.1,+,7774519,7808862,LOC115493031,XR_003957964.2
SB02034B1D12.f1,CK306592,115493031,1,NC_044998.1,+,7774519,7808862,LOC115493031,XR_003957964.2
SB03035B2F03.f1,DV956495,100227323,1A,NC_044999.1,+,54094587,54244296,KIAA1549,XR_003958150.2
SB03043B2C05.f1,DV959162,100221463,1A,NC_044999.1,+,55472762,55426756,SYT10,XR_003958164.2
SB03047B1G02.f1,DV960487,115493437,1A,NC_044999.1,-,61743590,61750868,LOC115493437,XR_003958239.2
SB03029A2B05.f1,DV954390,100219171,1A,NC_044999.1,+,70738896,70693712,BORCS5,XR_003958329.2
SB02018A1E07.f1,CK303595,100232210,1A,NC_044999.1,+,12155469,12129985,NAPEPLD,XR_003958338.2
SB03029A1E02.f1,DV954334,100231543,2,NC_045000.1,+,63324109,63307383,NRN1,XR_003958411.2
SB02013A2A01.f1,CK301830,100231543,2,NC_045000.1,+,63324109,63307383,NRN1,XR_003958411.2
SB03016B1G06.f1,DV950230,115493636,2,NC_045000.1,+,12909925,12867995,LOC115493636,XR_003958473.2
SB03035B2F02.f1,DV956494,100232004,2,NC_045000.1,+,14855539,14916028,ZNF438,XR_003958485.2
SB03016B2F11.f1,DV950310,115493642,2,NC_045000.1,+,15285112,15277566,LOC115493642,XR_003958487.2
SB02044B1C07.f1,CK307758,115493659,2,NC_045000.1,+,24407366,24431951,LOC115493659,XR_003958518.2
SB02005A2E09.f1,CK310290,115493676,1,NC_044998.1,+,19075777,19080693,LOC115493676,XR_003958539.2
SB02034B1C07.f1,CK306575,100232180,2,NC_045000.1,+,32192443,32201636,NPY,XR_003958572.2
SB02038B2A06.f1,CK313794,101233878,2,NC_045000.1,+,37799666,37999702,LOC101233878,XR_003958590.1
SB010004001A12,CK234273,100225463,2,NC_045000.1,+,42268555,42295613,NOD1,XR_003958610.2
SB02038B2F12.f1,CK313858,105758998,2,NC_045000.1,+,42681564,42699303,LOC105758998,XR_003958614.2
SB02033B1E02.f1,CK306237,105758998,2,NC_045000.1,-,42681564,42699303,LOC105758998,XR_003958614.2
SB02031B2C08.f1,CK306017,105758998,2,NC_045000.1,+,42681564,42699303,LOC105758998,XR_003958614.2
SB02026A1H04.f1,CK315554,105758998,2,NC_045000.1,+,42681564,42699303,LOC105758998,XR_003958614.2
SB02025B1F06.f1,CK304735,105758998,2,NC_045000.1,+,42681564,42699303,LOC105758998,XR_003958614.2
SB03030A2A04.f1,DV954706,100223608,2,NC_045000.1,+,44376941,44385827,EIF1B,XR_003958626.2
SB03033A1B10.f1,DV955598,100225616,1,NC_044998.1,+,19724511,19742508,SFT2D2,XR_003958644.1
SB03012B1E04.f1,DV948946,115493740,2,NC_045000.1,+,56928258,56924833,LOC115493740,XR_003958658.2
SB03046A2A12.f1,DV960013,115493743,2,NC_045000.1,+,58888123,58637200,LOC115493743,XR_003958665.2
SB03024A1H07.f1,DV952820,100232302,1,NC_044998.1,+,20193330,20104053,NME7,XR_003958669.2
SB03036B1B09.f1,DV956632,115493753,2,NC_045000.1,+,62037801,62067654,LOC115493753,XR_003958681.2
SB02049B2D06.f1,CK309552,100221907,2,NC_045000.1,+,62488009,62513234,PRPF4B,XR_003958687.2
SB03023B2G08.f1,DV952724,105758980,2,NC_045000.1,+,62487988,62475671,LOC105758980,XR_003958688.2
SB02006A2D06.f1,CK310590,115493782,2,NC_045000.1,-,69527864,69536519,LOC115493782,XR_003958720.2
SB03037A1A05.f1,DV956791,115493808,2,NC_045000.1,+,85488331,85493720,LOC115493808,XR_003958760.2
SB02008A1H11.f1,CK311172,115493811,2,NC_045000.1,+,86859429,86955721,LOC115493811,XR_003958766.2
SB03032B2F02.f1,DV955553,115493817,2,NC_045000.1,+,92303013,92307699,LOC115493817,XR_003958776.2
SB02045B2C05.f1,CK308226,115493835,2,NC_045000.1,+,97821073,97830025,LOC115493835,XR_003958801.2
SB03045A1C03.f1,DV959601,115493837,2,NC_045000.1,+,99900142,99893905,LOC115493837,XR_003958807.2
SB02044A2B07.f1,CK307661,115493848,2,NC_045000.1,+,102118239,102102802,LOC115493848,XR_003958819.2
SB03015A1C05.f1,DV949742,115493854,2,NC_045000.1,+,105779312,105784307,LOC115493854,XR_003958826.2
SB02003A1B04.f2,CK303188,115493862,2,NC_045000.1,+,107787220,107790718,LOC115493862,XR_003958836.2
SB02018B1G01.f1,CK303727,115493881,2,NC_045000.1,-,111817845,111809654,LOC115493881,XR_003958862.2
SB03041A2H10.f1,DV958359,115493922,2,NC_045000.1,+,122448854,122461802,LOC115493922,XR_003958925.2
SB03047B2C08.f1,DV960536,115493925,2,NC_045000.1,+,122802483,122744444,PEX2,XR_003958928.2
SB03033B2H04.f1,DV955911,115493926,2,NC_045000.1,+,122835153,122845447,LOC115493926,XR_003958929.2
SB03013B1F08.f1,DV949300,115493931,2,NC_045000.1,+,123860901,123749181,LOC115493931,XR_003958938.2
SB03018B1C01.f1,DV950864,100224750,2,NC_045000.1,+,124500234,124388344,PAG1,XR_003958942.2
SB03018A1E12.f1,DV950715,100224750,2,NC_045000.1,+,124500234,124388344,PAG1,XR_003958943.2
SB03005A1E03.f1,DV946369,100224750,2,NC_045000.1,+,124500234,124388344,PAG1,XR_003958943.2
SB02010A1G10.f1,CK311840,100225950,2,NC_045000.1,+,125445937,125816265,RALYL,XR_003958950.2
SB010021000C07,CK235406,115493960,2,NC_045000.1,-,129941925,129909289,LOC115493960,XR_003958974.2
SB020002000A10,CK301211,100229318,1,NC_044998.1,+,24682840,24657334,SPICE1,XR_003958981.2
SB03041A2G03.f1,DV958342,100232261,1,NC_044998.1,+,24688370,24728488,SIDT1,XR_003958994.2
SB02023A2H04.f1,CK304434,115494014,2,NC_045000.1,+,145680105,145634736,LOC115494014,XR_003959063.2
SB03004B1H12.f1,DV946239,115494015,2,NC_045000.1,+,145579261,145537235,LOC115494015,XR_003959071.2
SB03034B2E06.f1,DV956148,115494079,2,NC_045000.1,+,544356,545442,LOC115494079,XR_003959094.2
SB02042B1F06.f1,CK307103,100229620,2,NC_045000.1,+,23538918,23398472,CDK6,XR_003959102.2
SB03025A1H08.f2,DV953175,115494091,2,NC_045000.1,+,39894384,39920464,LOC115494091,XR_003959106.2
SB02048B1B09.f1,CK309105,115494101,2,NC_045000.1,+,77642663,77645532,LOC115494101,XR_003959119.2
SB03036A2A05.f1,DV956531,100220142,1,NC_044998.1,+,26564879,26550388,ING4,XR_003959163.2
SB02036A2H11.f1.A,CK312992,100224936,3,NC_045001.1,+,24694855,24357225,KHDRBS2,XR_003959173.2
SB02029A2F10.f1,CK305475,115494258,3,NC_045001.1,+,26280710,26365321,LOC115494258,XR_003959181.2
SB02006A1F05.f1,CK310480,115494263,3,NC_045001.1,-,28388514,28318607,LOC115494263,XR_003959188.2
SB02005B2B06.f1,CK310340,115494263,3,NC_045001.1,+,28388514,28318607,LOC115494263,XR_003959188.2
SB03016A1H12.f1,DV950074,115494292,3,NC_045001.1,-,36711340,36712068,LOC115494292,XR_003959227.2
SB03016A2E05.f1,DV950121,115494316,3,NC_045001.1,+,46761306,46752900,LOC115494316,XR_003959282.2
SB02043B2C10.f1,CK307502,100230069,3,NC_045001.1,+,46957129,46966763,CALHM5,XR_003959283.2
SB03050A1E09.f1,DV961340,115494323,3,NC_045001.1,+,50921791,50913172,LOC115494323,XR_003959296.2
SB02014B2E09.f1,CK302115,101232889,3,NC_045001.1,+,51588154,51534087,SOGA3,XR_003959306.2
SB02044A1C02.f1,CK307643,101232889,3,NC_045001.1,+,51588154,51534087,SOGA3,XR_003959307.2
SB03034A1H11.f1,DV955986,115494369,3,NC_045001.1,-,64083075,64070561,LOC115494369,XR_003959371.2
SB02048B2B01.f1,CK309184,115494406,3,NC_045001.1,+,76365547,76401271,LOC115494406,XR_003959424.2
SB03022B2G05.f1,DV952377,100225489,3,NC_045001.1,+,81402683,81422256,TMEM151B,XR_003959445.2
SB03010A1C08.f1,DV948090,100225489,3,NC_045001.1,+,81402683,81422256,TMEM151B,XR_003959445.2
SB02045A1A04.f1,CK307904,100224332,3,NC_045001.1,-,83642236,83630904,LOC100224332,XR_003959457.2
SB02044B2G03.f1,CK307880,115494445,3,NC_045001.1,+,84091506,84094802,LOC115494445,XR_003959462.2
SB03042A1A06.f1,DV958535,115494480,3,NC_045001.1,+,91169475,91158069,LOC115494480,XR_003959509.2
SB03023A2F05.f1,DV952537,115494480,3,NC_045001.1,+,91169475,91158069,LOC115494480,XR_003959509.2
SB02035A1G12.f1,CK312522,115494480,3,NC_045001.1,+,91169475,91158069,LOC115494480,XR_003959509.2
SB03042A2A04.f1,DV958618,115494481,1,NC_044998.1,+,33221517,33202547,LOC115494481,XR_003959512.2
SB02044B2G12.f1,CK307888,100220109,3,NC_045001.1,+,93475665,93427197,STUM,XR_003959522.2
SB02034A1D02.f1,CK306400,100220109,3,NC_045001.1,+,93475665,93427197,STUM,XR_003959523.2
SB03006A1C02.f1,DV946690,115494493,3,NC_045001.1,-,93692424,93677430,LOC115494493,XR_003959528.2
SB010018000G04,CK235252,100224880,3,NC_045001.1,+,94315054,94308064,CRIPT,XR_003959543.2
SB03046B1H04.f1,DV960166,115494516,3,NC_045001.1,+,98877999,98867683,LOC115494516,XR_003959589.2
SB03041B2A06.f1,DV958444,115494516,3,NC_045001.1,+,98877999,98867683,LOC115494516,XR_003959589.2
SB03024B2C04.f1,DV953027,115494516,3,NC_045001.1,+,98877999,98867683,LOC115494516,XR_003959589.2
SB03006B1F09.f1,DV946906,115494516,3,NC_045001.1,+,98877999,98867683,LOC115494516,XR_003959589.2
SB02008A1E10.f1,CK311153,115494516,3,NC_045001.1,+,98877999,98867683,LOC115494516,XR_003959589.2
SB03035A2C04.f1,DV956290,100231617,3,NC_045001.1,+,101906460,101967447,TGFB2,XR_003959599.2
SB03016A1C03.f1,DV950020,105759055,3,NC_045001.1,+,109493327,109484084,LOC105759055,XR_003959642.2
SB03025A1H11.f2,DV953178,115494556,3,NC_045001.1,+,109723445,109722336,LOC115494556,XR_003959649.2
SB03033A2F06.f1,DV955721,105759056,3,NC_045001.1,+,111375087,111377772,LOC105759056,XR_003959655.2
SB03006A2H01.f1,DV946834,105759056,3,NC_045001.1,+,111375087,111377772,LOC105759056,XR_003959655.2
SB03030A1D03.f1,DV954656,115494618,3,NC_045001.1,+,74144955,74148646,LOC115494618,XR_003959680.2
SB03007B2G10.f1,DV947361,100219423,Un,NULL,+,NULL,NULL,KRTCAP3,XR_003959722.2
SB03021A2H02.f1,DV951859,100230920,3,NC_045001.1,+,321703,257974,INTS9,XR_003959723.1
SB010011000C08,CK234566,100230920,3,NC_045001.1,+,321703,257974,INTS9,XR_003959723.1
SB03021B2B04.f1,DV951972,115494682,3,NC_045001.1,+,586875,583201,LOC115494682,XR_003959724.2
SB03046A1C07.f1,DV959948,100225894,3,NC_045001.1,-,10300556,10345150,SMC6,XR_003959767.2
SB02039B2E10.f1,CK314542,100225894,3,NC_045001.1,+,10300556,10345150,SMC6,XR_003959767.2
SB02016A2B11.f1,CK302798,115494863,1,NC_044998.1,+,41916991,42106134,C1H11orf87,XR_003959883.2
SB03040A1G01.f1,DV957908,115494911,4,NC_045002.1,+,9528179,9530117,LOC115494911,XR_003959931.2
SB03005B2H11.f1,DV946666,115494918,4,NC_045002.1,+,11737240,11715955,LOC115494918,XR_003959938.2
SB02030A1G02.f1,CK316185,115494928,4,NC_045002.1,+,14669615,14657959,LOC115494928,XR_003959956.2
SB03014A2B04.f1,DV949496,115494944,4,NC_045002.1,+,19891871,19871193,LOC115494944,XR_003959982.2
SB02009B1B03.f1,CK311534,115494944,4,NC_045002.1,+,19891871,19871193,LOC115494944,XR_003959984.2
SB02045B2A02.f1,CK308204,100220274,4,NC_045002.1,+,25092127,25224473,GABRB1,XR_003959998.2
SB03051A1F12.f1,DV961703,115494957,4,NC_045002.1,-,24975952,25030545,LOC115494957,XR_003960003.2
SB03039A2B02.f1,DV957592,101233028,4,NC_045002.1,+,26157449,26165947,LOC101233028,XR_003960011.2
SB03040B1E09.f1,DV958057,101233028,4,NC_045002.1,+,26157449,26165947,LOC101233028,XR_003960012.2
SB03049B1D04.f1,DV961158,115494973,4,NC_045002.1,+,32114358,32172465,LOC115494973,XR_003960020.2
SB03015B1A10.f1,DV949866,115494974,4,NC_045002.1,+,34337871,34208919,LOC115494974,XR_003960022.2
SB03025B2A07.f2,DV953358,115494995,4,NC_045002.1,+,40353849,40337156,LOC115494995,XR_003960053.2
SB03011A1C07.f1,DV948428,115495004,1,NC_044998.1,+,48023278,48025084,LOC115495004,XR_003960067.2
SB02039A2G12.f1,CK314401,101233224,4,NC_045002.1,+,41973720,41915673,LOC101233224,XR_003960068.2
SB02042A2E08.f1,CK306999,115495037,4,NC_045002.1,-,49738741,49745656,LOC115495037,XR_003960106.2
SB03047A2B11.f1,DV960357,115495057,4,NC_045002.1,+,57118189,57122456,LOC115495057,XR_003960138.2
SB02031A2E03.f1,CK305778,100219994,4,NC_045002.1,+,59547759,59526787,SETD7,XR_003960150.2
SB03010B2D07.f1,DV948359,100223938,4,NC_045002.1,+,61248148,61230462,HELQ,XR_003960160.2
SB03030A2G01.f1,DV954759,100224318,4,NC_045002.1,+,67755895,67695481,LOC100224318,XR_003960252.2
SB02040A1G12.f1,CK314652,100224318,4,NC_045002.1,+,67755895,67695481,LOC100224318,XR_003960253.2
SB02005B1H03.f1,CK310262,115495184,4,NC_045002.1,+,64867336,64867206,LOC115495184,XR_003960299.1
SB02037A1B01.f1,CK313216,115495206,4A,NC_045003.1,+,2058854,2050616,LOC115495206,XR_003960339.2
SB010002000H02,CK234177,100222437,1,NC_044998.1,+,58590457,58706374,LRCH1,XR_003960377.2
SB02037B2E10.f1,CK313471,100222437,1,NC_044998.1,+,58590457,58706374,LRCH1,XR_003960384.2
SB02040A2A09.f1,CK314670,100220752,4A,NC_045003.1,+,6540782,6501378,LOC100220752,XR_003960387.2
SB02034B1A12.f1,CK306558,100220752,4A,NC_045003.1,+,6540782,6501378,LOC100220752,XR_003960388.2
SB02049A2C12.f1,CK309387,751953,4A,NC_045003.1,+,9335536,9481010,GRIA3,XR_003960409.2
SB02006A1B08.f1,CK310432,100228427,4A,NC_045003.1,+,14474464,14510310,RPGRIP1L,XR_003960445.2
SB03003A2G10.f1,DV945794,115495271,4A,NC_045003.1,+,15606927,15616848,LOC115495271,XR_003960454.2
SB02010B2F06.f1,CK312082,105758667,1,NC_044998.1,+,59821128,59869488,LOC105758667,XR_003960469.2
